,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
538,538,The Last of the Mohicans,"Action, Adventure, Drama",three trappers protect the daughters of a british colonel in the midst of the french and indian war.,"['three', 'trapper', 'protect', 'daughter', 'british', 'colonel', 'midst', 'french', 'indian', 'war', '.']",three trapper protect daughter british colonel midst french indian war .
539,539,First Blood,"Action, Adventure, Thriller",a veteran green beret is forced by a cruel sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"['veteran', 'green', 'beret', 'forced', 'cruel', 'sheriff', 'deputy', 'flee', 'mountain', 'wage', 'escalating', 'one-man', 'war', 'pursuer', '.']",veteran green beret forced cruel sheriff deputy flee mountain wage escalating one-man war pursuer .
540,540,The Lego Movie,"Animation, Action, Adventure","an ordinary lego construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the lego universe into eternal stasis.","['ordinary', 'lego', 'construction', 'worker', ',', 'thought', 'prophesied', '``', 'special', ""''"", ',', 'recruited', 'join', 'quest', 'stop', 'evil', 'tyrant', 'gluing', 'lego', 'universe', 'eternal', 'stasis', '.']","ordinary lego construction worker , thought prophesied `` special '' , recruited join quest stop evil tyrant gluing lego universe eternal stasis ."
541,541,Halloween,"Horror, Thriller","fifteen years after murdering his sister on halloween night 1963, michael myers escapes from a mental hospital and returns to the small town of haddonfield, illinois to kill again.","['fifteen', 'year', 'murdering', 'sister', 'halloween', 'night', '1963', ',', 'michael', 'myers', 'escape', 'mental', 'hospital', 'return', 'small', 'town', 'haddonfield', ',', 'illinois', 'kill', '.']","fifteen year murdering sister halloween night 1963 , michael myers escape mental hospital return small town haddonfield , illinois kill ."
542,542,Halloween,"Crime, Horror, Thriller","fifteen years after murdering his sister on halloween night 1963, michael myers escapes from a mental hospital and returns to the small town of haddonfield, illinois to kill again.","['fifteen', 'year', 'murdering', 'sister', 'halloween', 'night', '1963', ',', 'michael', 'myers', 'escape', 'mental', 'hospital', 'return', 'small', 'town', 'haddonfield', ',', 'illinois', 'kill', '.']","fifteen year murdering sister halloween night 1963 , michael myers escape mental hospital return small town haddonfield , illinois kill ."
543,543,Halloween,Horror,"fifteen years after murdering his sister on halloween night 1963, michael myers escapes from a mental hospital and returns to the small town of haddonfield, illinois to kill again.","['fifteen', 'year', 'murdering', 'sister', 'halloween', 'night', '1963', ',', 'michael', 'myers', 'escape', 'mental', 'hospital', 'return', 'small', 'town', 'haddonfield', ',', 'illinois', 'kill', '.']","fifteen year murdering sister halloween night 1963 , michael myers escape mental hospital return small town haddonfield , illinois kill ."
544,544,The Boondock Saints,"Action, Thriller",two irish catholic brothers become vigilantes and wipe out boston's criminal underworld in the name of god.,"['two', 'irish', 'catholic', 'brother', 'become', 'vigilante', 'wipe', 'boston', ""'s"", 'criminal', 'underworld', 'name', 'god', '.']",two irish catholic brother become vigilante wipe boston 's criminal underworld name god .
545,545,Tangled,"Animation, Adventure, Comedy","the magically long-haired rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","['magically', 'long-haired', 'rapunzel', 'spent', 'entire', 'life', 'tower', ',', 'runaway', 'thief', 'stumbled', 'upon', ',', 'discover', 'world', 'first', 'time', ',', 'really', '.']","magically long-haired rapunzel spent entire life tower , runaway thief stumbled upon , discover world first time , really ."
546,546,Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama","a washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a broadway production.","['washed-up', 'superhero', 'actor', 'attempt', 'revive', 'fading', 'career', 'writing', ',', 'directing', ',', 'starring', 'broadway', 'production', '.']","washed-up superhero actor attempt revive fading career writing , directing , starring broadway production ."
547,547,Midnight in Paris,"Comedy, Fantasy, Romance","while on a trip to paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","['trip', 'paris', 'fiancée', ""'s"", 'family', ',', 'nostalgic', 'screenwriter', 'find', 'mysteriously', 'going', 'back', '1920s', 'every', 'day', 'midnight', '.']","trip paris fiancée 's family , nostalgic screenwriter find mysteriously going back 1920s every day midnight ."
548,548,Blazing Saddles,"Comedy, Western","in order to ruin a western town, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.","['order', 'ruin', 'western', 'town', ',', 'corrupt', 'politician', 'appoints', 'black', 'sheriff', ',', 'promptly', 'becomes', 'formidable', 'adversary', '.']","order ruin western town , corrupt politician appoints black sheriff , promptly becomes formidable adversary ."
549,549,3:10 to Yuma,"Action, Crime, Drama",a small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in yuma. a battle of wills ensues as the outlaw tries to psych out the rancher.,"['small-time', 'rancher', 'agrees', 'hold', 'captured', 'outlaw', ""'s"", 'awaiting', 'train', 'go', 'court', 'yuma', '.', 'battle', 'will', 'ensues', 'outlaw', 'try', 'psych', 'rancher', '.']",small-time rancher agrees hold captured outlaw 's awaiting train go court yuma . battle will ensues outlaw try psych rancher .
550,550,X: First Class,"Action, Sci-Fi","in the 1960s, superpowered humans charles xavier and erik lensherr work together to find others like them, but erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","['1960s', ',', 'superpowered', 'human', 'charles', 'xavier', 'erik', 'lensherr', 'work', 'together', 'find', 'others', 'like', ',', 'erik', ""'s"", 'vengeful', 'pursuit', 'ambitious', 'mutant', 'ruined', 'life', 'cause', 'schism', 'divide', '.']","1960s , superpowered human charles xavier erik lensherr work together find others like , erik 's vengeful pursuit ambitious mutant ruined life cause schism divide ."
551,551,As Good as It Gets,"Comedy, Drama, Romance","a single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","['single', 'mother', 'waitress', ',', 'misanthropic', 'author', ',', 'gay', 'artist', 'form', 'unlikely', 'friendship', 'artist', 'assaulted', 'robbery', '.']","single mother waitress , misanthropic author , gay artist form unlikely friendship artist assaulted robbery ."
552,552,Donnie Brasco,"Biography, Crime, Drama","an fbi undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","['fbi', 'undercover', 'agent', 'infiltrates', 'mob', 'find', 'identifying', 'mafia', 'life', ',', 'expense', 'regular', 'one', '.']","fbi undercover agent infiltrates mob find identifying mafia life , expense regular one ."
553,553,Glengarry Glen Ross,"Crime, Drama, Mystery",an examination of the machinations behind the scenes at a real estate office.,"['examination', 'machination', 'behind', 'scene', 'real', 'estate', 'office', '.']",examination machination behind scene real estate office .
554,554,Argo,"Biography, Drama, Thriller","acting under the cover of a hollywood producer scouting a location for a science fiction film, a cia agent launches a dangerous operation to rescue six americans in tehran during the u.s. hostage crisis in iran in 1979.","['acting', 'cover', 'hollywood', 'producer', 'scouting', 'location', 'science', 'fiction', 'film', ',', 'cia', 'agent', 'launch', 'dangerous', 'operation', 'rescue', 'six', 'american', 'tehran', 'u.s.', 'hostage', 'crisis', 'iran', '1979', '.']","acting cover hollywood producer scouting location science fiction film , cia agent launch dangerous operation rescue six american tehran u.s. hostage crisis iran 1979 ."
555,555,Toy Story 4,"Animation, Adventure, Comedy","when a new toy called ""forky"" joins woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","['new', 'toy', 'called', '``', 'forky', ""''"", 'join', 'woody', 'gang', ',', 'road', 'trip', 'alongside', 'old', 'new', 'friend', 'reveals', 'big', 'world', 'toy', '.']","new toy called `` forky '' join woody gang , road trip alongside old new friend reveals big world toy ."
556,556,Who Framed Roger Rabbit,"Animation, Adventure, Comedy",a toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"['toon-hating', 'detective', 'cartoon', 'rabbit', ""'s"", 'hope', 'prove', 'innocence', 'accused', 'murder', '.']",toon-hating detective cartoon rabbit 's hope prove innocence accused murder .
557,557,Gravity,"Drama, Sci-Fi, Thriller",two astronauts work together to survive after an accident leaves them stranded in space.,"['two', 'astronaut', 'work', 'together', 'survive', 'accident', 'leaf', 'stranded', 'space', '.']",two astronaut work together survive accident leaf stranded space .
558,558,Crash,"Crime, Drama, Thriller","los angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","['los', 'angeles', 'citizen', 'vastly', 'separate', 'life', 'collide', 'interweaving', 'story', 'race', ',', 'loss', 'redemption', '.']","los angeles citizen vastly separate life collide interweaving story race , loss redemption ."
559,559,Crash,Drama,"los angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","['los', 'angeles', 'citizen', 'vastly', 'separate', 'life', 'collide', 'interweaving', 'story', 'race', ',', 'loss', 'redemption', '.']","los angeles citizen vastly separate life collide interweaving story race , loss redemption ."
560,560,Apollo 13,"Adventure, Drama, History",nasa must devise a strategy to return apollo 13 to earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"['nasa', 'must', 'devise', 'strategy', 'return', 'apollo', '13', 'earth', 'safely', 'spacecraft', 'undergoes', 'massive', 'internal', 'damage', 'putting', 'life', 'three', 'astronaut', 'board', 'jeopardy', '.']",nasa must devise strategy return apollo 13 earth safely spacecraft undergoes massive internal damage putting life three astronaut board jeopardy .
561,561,Philadelphia,Drama,"when a man with hiv is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","['man', 'hiv', 'fired', 'law', 'firm', 'condition', ',', 'hire', 'homophobic', 'small', 'time', 'lawyer', 'willing', 'advocate', 'wrongful', 'dismissal', 'suit', '.']","man hiv fired law firm condition , hire homophobic small time lawyer willing advocate wrongful dismissal suit ."
562,562,Wreck-It Ralph,"Animation, Adventure, Comedy","a video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","['video', 'game', 'villain', 'want', 'hero', 'set', 'fulfill', 'dream', ',', 'quest', 'brings', 'havoc', 'whole', 'arcade', 'life', '.']","video game villain want hero set fulfill dream , quest brings havoc whole arcade life ."
563,563,The Theory of Everything,"Biography, Drama, Romance",a look at the relationship between the famous physicist stephen hawking and his wife.,"['look', 'relationship', 'famous', 'physicist', 'stephen', 'hawking', 'wife', '.']",look relationship famous physicist stephen hawking wife .
564,564,Fried Green Tomatoes,Drama,a housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,"['housewife', 'unhappy', 'life', 'befriends', 'old', 'lady', 'nursing', 'home', 'enthralled', 'tale', 'tell', 'people', 'used', 'know', '.']",housewife unhappy life befriends old lady nursing home enthralled tale tell people used know .
565,565,A Man Called Ove,"Comedy, Drama, Romance","ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","['ove', ',', 'ill-tempered', ',', 'isolated', 'retiree', 'spends', 'day', 'enforcing', 'block', 'association', 'rule', 'visiting', 'wife', ""'s"", 'grave', ',', 'finally', 'given', 'life', 'unlikely', 'friendship', 'develops', 'boisterous', 'new', 'neighbor', '.']","ove , ill-tempered , isolated retiree spends day enforcing block association rule visiting wife 's grave , finally given life unlikely friendship develops boisterous new neighbor ."
566,566,Road to Perdition,"Crime, Drama, Thriller","a mob enforcer's son in 1930s illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","['mob', 'enforcer', ""'s"", 'son', '1930s', 'illinois', 'witness', 'murder', ',', 'forcing', 'father', 'take', 'road', ',', 'father', 'path', 'redemption', 'revenge', '.']","mob enforcer 's son 1930s illinois witness murder , forcing father take road , father path redemption revenge ."
567,567,Sense and Sensibility,"Drama, Romance","rich mr. dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. the two eldest daughters are the title opposites.","['rich', 'mr.', 'dashwood', 'dy', ',', 'leaving', 'second', 'wife', 'three', 'daughter', 'poor', 'rule', 'inheritance', '.', 'two', 'eldest', 'daughter', 'title', 'opposite', '.']","rich mr. dashwood dy , leaving second wife three daughter poor rule inheritance . two eldest daughter title opposite ."
568,568,The Fault in Our Stars,"Drama, Romance",two teenage cancer patients begin a life-affirming journey to visit a reclusive author in amsterdam.,"['two', 'teenage', 'cancer', 'patient', 'begin', 'life-affirming', 'journey', 'visit', 'reclusive', 'author', 'amsterdam', '.']",two teenage cancer patient begin life-affirming journey visit reclusive author amsterdam .
569,569,Happiness,"Comedy, Drama","the lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.","['life', 'several', 'individual', 'intertwine', 'go', 'life', 'unique', 'way', ',', 'engaging', 'act', 'society', 'whole', 'might', 'find', 'disturbing', 'desperate', 'search', 'human', 'connection', '.']","life several individual intertwine go life unique way , engaging act society whole might find disturbing desperate search human connection ."
570,570,Gattaca,"Drama, Sci-Fi, Thriller",a genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,"['genetically', 'inferior', 'man', 'assumes', 'identity', 'superior', 'one', 'order', 'pursue', 'lifelong', 'dream', 'space', 'travel', '.']",genetically inferior man assumes identity superior one order pursue lifelong dream space travel .
571,571,When Harry Met Sally...,"Comedy, Drama, Romance","harry and sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","['harry', 'sally', 'known', 'year', ',', 'good', 'friend', ',', 'fear', 'sex', 'would', 'ruin', 'friendship', '.']","harry sally known year , good friend , fear sex would ruin friendship ."
572,572,Naked,"Comedy, Drama",an unemployed mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal london odyssey.,"['unemployed', 'mancunian', 'vent', 'rage', 'unsuspecting', 'stranger', 'embarks', 'nocturnal', 'london', 'odyssey', '.']",unemployed mancunian vent rage unsuspecting stranger embarks nocturnal london odyssey .
573,573,Empire of the Sun,"Drama, War",a young english boy struggles to survive under japanese occupation of china during world war ii.,"['young', 'english', 'boy', 'struggle', 'survive', 'japanese', 'occupation', 'china', 'world', 'war', 'ii', '.']",young english boy struggle survive japanese occupation china world war ii .
574,574,The French Connection,"Action, Crime, Drama","a pair of nypd detectives in the narcotics bureau stumble onto a heroin smuggling ring based in marseilles, but stopping them and capturing their leaders proves an elusive goal.","['pair', 'nypd', 'detective', 'narcotic', 'bureau', 'stumble', 'onto', 'heroin', 'smuggling', 'ring', 'based', 'marseille', ',', 'stopping', 'capturing', 'leader', 'prof', 'elusive', 'goal', '.']","pair nypd detective narcotic bureau stumble onto heroin smuggling ring based marseille , stopping capturing leader prof elusive goal ."
575,575,Detachment,Drama,a substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,"['substitute', 'teacher', 'drift', 'classroom', 'classroom', 'find', 'connection', 'student', 'teacher', 'latest', 'assignment', '.']",substitute teacher drift classroom classroom find connection student teacher latest assignment .
576,576,The Boy in the Striped Pajamas,"Drama, War","through the innocent eyes of bruno, the eight-year-old son of the commandant at a german concentration camp, a forbidden friendship with a jewish boy on the other side of the camp fence has startling and unexpected consequences.","['innocent', 'eye', 'bruno', ',', 'eight-year-old', 'son', 'commandant', 'german', 'concentration', 'camp', ',', 'forbidden', 'friendship', 'jewish', 'boy', 'side', 'camp', 'fence', 'startling', 'unexpected', 'consequence', '.']","innocent eye bruno , eight-year-old son commandant german concentration camp , forbidden friendship jewish boy side camp fence startling unexpected consequence ."
577,577,The Color Purple,Drama,a black southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,"['black', 'southern', 'woman', 'struggle', 'find', 'identity', 'suffering', 'abuse', 'father', 'others', 'four', 'decade', '.']",black southern woman struggle find identity suffering abuse father others four decade .
578,578,The Longest Day,"Action, Drama, History","the events of d-day, told on a grand scale from both the allied and german points of view.","['event', 'd-day', ',', 'told', 'grand', 'scale', 'allied', 'german', 'point', 'view', '.']","event d-day , told grand scale allied german point view ."
579,579,Dirty Harry,"Action, Crime, Thriller","when a madman calling himself ""the scorpio killer"" menaces the city, tough-as-nails san francisco police inspector ""dirty"" harry callahan is assigned to track down and ferret out the crazed psychopath.","['madman', 'calling', '``', 'scorpio', 'killer', ""''"", 'menace', 'city', ',', 'tough-as-nails', 'san', 'francisco', 'police', 'inspector', '``', 'dirty', ""''"", 'harry', 'callahan', 'assigned', 'track', 'ferret', 'crazed', 'psychopath', '.']","madman calling `` scorpio killer '' menace city , tough-as-nails san francisco police inspector `` dirty '' harry callahan assigned track ferret crazed psychopath ."
580,580,The Bourne Supremacy,"Action, Mystery, Thriller","when jason bourne is framed for a cia operation gone awry, he is forced to resume his former life as a trained assassin to survive.","['jason', 'bourne', 'framed', 'cia', 'operation', 'gone', 'awry', ',', 'forced', 'resume', 'former', 'life', 'trained', 'assassin', 'survive', '.']","jason bourne framed cia operation gone awry , forced resume former life trained assassin survive ."
581,581,Paprika,"Animation, Drama, Fantasy","when a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. only a young female therapist, paprika, can stop it.","['machine', 'allows', 'therapist', 'enter', 'patient', ""'"", 'dream', 'stolen', ',', 'hell', 'break', 'loose', '.', 'young', 'female', 'therapist', ',', 'paprika', ',', 'stop', '.']","machine allows therapist enter patient ' dream stolen , hell break loose . young female therapist , paprika , stop ."
582,582,Serpico,"Biography, Crime, Drama",an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"['honest', 'new', 'york', 'cop', 'named', 'frank', 'serpico', 'blow', 'whistle', 'rampant', 'corruption', 'force', 'comrade', 'turn', '.']",honest new york cop named frank serpico blow whistle rampant corruption force comrade turn .
583,583,Lucky Number Slevin,"Crime, Drama, Thriller","a case of mistaken identity lands slevin into the middle of a war being plotted by two of the city's most rival crime bosses. under constant surveillance by detective brikowski and assassin goodkat, he must get them before they get him.","['case', 'mistaken', 'identity', 'land', 'slevin', 'middle', 'war', 'plotted', 'two', 'city', ""'s"", 'rival', 'crime', 'boss', '.', 'constant', 'surveillance', 'detective', 'brikowski', 'assassin', 'goodkat', ',', 'must', 'get', 'get', '.']","case mistaken identity land slevin middle war plotted two city 's rival crime boss . constant surveillance detective brikowski assassin goodkat , must get get ."
584,584,Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi","with the assistance of the enterprise crew, admiral kirk must stop an old nemesis, khan noonien singh, from using the life-generating genesis device as the ultimate weapon.","['assistance', 'enterprise', 'crew', ',', 'admiral', 'kirk', 'must', 'stop', 'old', 'nemesis', ',', 'khan', 'noonien', 'singh', ',', 'using', 'life-generating', 'genesis', 'device', 'ultimate', 'weapon', '.']","assistance enterprise crew , admiral kirk must stop old nemesis , khan noonien singh , using life-generating genesis device ultimate weapon ."
585,585,This Is England,"Crime, Drama","a young boy becomes friends with a gang of skinheads. friends soon become like family, and relationships will be pushed to the very limit.","['young', 'boy', 'becomes', 'friend', 'gang', 'skinhead', '.', 'friend', 'soon', 'become', 'like', 'family', ',', 'relationship', 'pushed', 'limit', '.']","young boy becomes friend gang skinhead . friend soon become like family , relationship pushed limit ."
586,586,Being John Malkovich,"Comedy, Drama, Fantasy",a puppeteer discovers a portal that leads literally into the head of movie star john malkovich.,"['puppeteer', 'discovers', 'portal', 'lead', 'literally', 'head', 'movie', 'star', 'john', 'malkovich', '.']",puppeteer discovers portal lead literally head movie star john malkovich .
587,587,Evil Dead II,"Comedy, Horror",the lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"['lone', 'survivor', 'onslaught', 'flesh-possessing', 'spirit', 'hole', 'cabin', 'group', 'stranger', 'demon', 'continue', 'attack', '.']",lone survivor onslaught flesh-possessing spirit hole cabin group stranger demon continue attack .
588,588,The Verdict,Drama,"an outcast, alcoholic boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","['outcast', ',', 'alcoholic', 'boston', 'lawyer', 'see', 'chance', 'salvage', 'career', 'self-respect', 'taking', 'medical', 'malpractice', 'case', 'trial', 'rather', 'settling', '.']","outcast , alcoholic boston lawyer see chance salvage career self-respect taking medical malpractice case trial rather settling ."
589,589,Clerks,Comedy,"a day in the lives of two convenience clerks named dante and randal as they annoy customers, discuss movies, and play hockey on the store roof.","['day', 'life', 'two', 'convenience', 'clerk', 'named', 'dante', 'randal', 'annoy', 'customer', ',', 'discus', 'movie', ',', 'play', 'hockey', 'store', 'roof', '.']","day life two convenience clerk named dante randal annoy customer , discus movie , play hockey store roof ."
590,590,The Name of the Rose,"Drama, Mystery, Thriller",an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"['intellectually', 'nonconformist', 'friar', 'investigates', 'series', 'mysterious', 'death', 'isolated', 'abbey', '.']",intellectually nonconformist friar investigates series mysterious death isolated abbey .
591,591,Adaptation.,"Comedy, Drama",a lovelorn screenwriter becomes desperate as he tries and fails to adapt 'the orchid thief' by susan orlean for the screen.,"['lovelorn', 'screenwriter', 'becomes', 'desperate', 'try', 'fails', 'adapt', ""'the"", 'orchid', 'thief', ""'"", 'susan', 'orlean', 'screen', '.']",lovelorn screenwriter becomes desperate try fails adapt 'the orchid thief ' susan orlean screen .
592,592,The Dirty Dozen,"Action, Adventure, War","during world war ii, a rebellious u.s. army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers.","['world', 'war', 'ii', ',', 'rebellious', 'u.s.', 'army', 'major', 'assigned', 'dozen', 'convicted', 'murderer', 'train', 'lead', 'mass', 'assassination', 'mission', 'german', 'officer', '.']","world war ii , rebellious u.s. army major assigned dozen convicted murderer train lead mass assassination mission german officer ."
593,593,The Wind Rises,"Animation, Biography, Drama","a look at the life of jiro horikoshi, the man who designed japanese fighter planes during world war ii.","['look', 'life', 'jiro', 'horikoshi', ',', 'man', 'designed', 'japanese', 'fighter', 'plane', 'world', 'war', 'ii', '.']","look life jiro horikoshi , man designed japanese fighter plane world war ii ."
594,594,The Caine Mutiny,"Drama, War","when a u.s. naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.","['u.s.', 'naval', 'captain', 'show', 'sign', 'mental', 'instability', 'jeopardizes', 'ship', ',', 'first', 'officer', 'relief', 'command', 'face', 'court', 'martial', 'mutiny', '.']","u.s. naval captain show sign mental instability jeopardizes ship , first officer relief command face court martial mutiny ."
595,595,Billy Elliot,"Drama, Music",a talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"['talented', 'young', 'boy', 'becomes', 'torn', 'unexpected', 'love', 'dance', 'disintegration', 'family', '.']",talented young boy becomes torn unexpected love dance disintegration family .
596,596,Ray,"Biography, Drama, Music","the story of the life and career of the legendary rhythm and blues musician ray charles, from his humble beginnings in the south, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","['story', 'life', 'career', 'legendary', 'rhythm', 'blue', 'musician', 'ray', 'charles', ',', 'humble', 'beginning', 'south', ',', 'went', 'blind', 'age', 'seven', ',', 'meteoric', 'rise', 'stardom', '1950s', '1960s', '.']","story life career legendary rhythm blue musician ray charles , humble beginning south , went blind age seven , meteoric rise stardom 1950s 1960s ."
597,597,Goldfinger,"Action, Adventure, Thriller","while investigating a gold magnate's smuggling, james bond uncovers a plot to contaminate the fort knox gold reserve.","['investigating', 'gold', 'magnate', ""'s"", 'smuggling', ',', 'james', 'bond', 'uncovers', 'plot', 'contaminate', 'fort', 'knox', 'gold', 'reserve', '.']","investigating gold magnate 's smuggling , james bond uncovers plot contaminate fort knox gold reserve ."
598,598,Kung Fu Hustle,"Action, Comedy, Fantasy","in shanghai, china in the 1940s, a wannabe gangster aspires to join the notorious ""axe gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","['shanghai', ',', 'china', '1940s', ',', 'wannabe', 'gangster', 'aspires', 'join', 'notorious', '``', 'axe', 'gang', ""''"", 'resident', 'housing', 'complex', 'exhibit', 'extraordinary', 'power', 'defending', 'turf', '.']","shanghai , china 1940s , wannabe gangster aspires join notorious `` axe gang '' resident housing complex exhibit extraordinary power defending turf ."
599,599,Malcolm X,"Biography, Drama, History","biographical epic of the controversial and influential black nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the nation of islam.","['biographical', 'epic', 'controversial', 'influential', 'black', 'nationalist', 'leader', ',', 'early', 'life', 'career', 'small-time', 'gangster', ',', 'ministry', 'member', 'nation', 'islam', '.']","biographical epic controversial influential black nationalist leader , early life career small-time gangster , ministry member nation islam ."
600,600,Flipped,"Comedy, Drama, Romance",two eighth-graders start to have feelings for each other despite being total opposites.,"['two', 'eighth-graders', 'start', 'feeling', 'despite', 'total', 'opposite', '.']",two eighth-graders start feeling despite total opposite .
601,601,The Great Beauty,Drama,"jep gambardella has seduced his way through the lavish nightlife of rome for decades, but after his 65th birthday and a shock from the past, jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","['jep', 'gambardella', 'seduced', 'way', 'lavish', 'nightlife', 'rome', 'decade', ',', '65th', 'birthday', 'shock', 'past', ',', 'jep', 'look', 'past', 'nightclub', 'party', 'find', 'timeless', 'landscape', 'absurd', ',', 'exquisite', 'beauty', '.']","jep gambardella seduced way lavish nightlife rome decade , 65th birthday shock past , jep look past nightclub party find timeless landscape absurd , exquisite beauty ."
602,602,The Quiet Man,"Comedy, Drama, Romance","a retired american boxer returns to the village of his birth in 1920s ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","['retired', 'american', 'boxer', 'return', 'village', 'birth', '1920s', 'ireland', ',', 'fall', 'spirited', 'redhead', 'whose', 'brother', 'contemptuous', 'union', '.']","retired american boxer return village birth 1920s ireland , fall spirited redhead whose brother contemptuous union ."
603,603,Ordinary People,Drama,"the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.","['accidental', 'death', 'older', 'son', 'affluent', 'family', 'deeply', 'strain', 'relationship', 'among', 'bitter', 'mother', ',', 'good-natured', 'father', ',', 'guilt-ridden', 'younger', 'son', '.']","accidental death older son affluent family deeply strain relationship among bitter mother , good-natured father , guilt-ridden younger son ."
604,604,Finding Neverland,"Biography, Drama, Family",the story of sir j.m. barrie's friendship with a family who inspired him to create peter pan.,"['story', 'sir', 'j.m', '.', 'barrie', ""'s"", 'friendship', 'family', 'inspired', 'create', 'peter', 'pan', '.']",story sir j.m . barrie 's friendship family inspired create peter pan .
605,605,Miller's Crossing,"Crime, Drama, Thriller","tom reagan, an advisor to a prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","['tom', 'reagan', ',', 'advisor', 'prohibition-era', 'crime', 'bos', ',', 'try', 'keep', 'peace', 'warring', 'mob', 'get', 'caught', 'divided', 'loyalty', '.']","tom reagan , advisor prohibition-era crime bos , try keep peace warring mob get caught divided loyalty ."
606,606,"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy","when stan marsh and his friends go see an r-rated movie, they start cursing and their parents think that canada is to blame.","['stan', 'marsh', 'friend', 'go', 'see', 'r-rated', 'movie', ',', 'start', 'cursing', 'parent', 'think', 'canada', 'blame', '.']","stan marsh friend go see r-rated movie , start cursing parent think canada blame ."
607,607,Fantastic Planet,"Animation, Sci-Fi","on a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.","['faraway', 'planet', 'blue', 'giant', 'rule', ',', 'oppressed', 'humanoid', 'rebel', 'machine-like', 'leader', '.']","faraway planet blue giant rule , oppressed humanoid rebel machine-like leader ."
608,608,Mother,"Crime, Drama, Mystery",a mother desperately searches for the killer who framed her son for a girl's horrific murder.,"['mother', 'desperately', 'search', 'killer', 'framed', 'son', 'girl', ""'s"", 'horrific', 'murder', '.']",mother desperately search killer framed son girl 's horrific murder .
609,609,Run Lola Run,"Action, Crime, Thriller","after a botched money delivery, lola has 20 minutes to come up with 100,000 deutschmarks.","['botched', 'money', 'delivery', ',', 'lola', '20', 'minute', 'come', '100,000', 'deutschmark', '.']","botched money delivery , lola 20 minute come 100,000 deutschmark ."
610,610,The Last Emperor,"Biography, Drama, History",the story of the final emperor of china.,"['story', 'final', 'emperor', 'china', '.']",story final emperor china .
